carbonate_host,lithology_code,dist_faults,moho_depth,lab_depth,gravity,gravity_hgm,mag_rtp,mag_hgm,shape_index,split_id,label,x,y,row,col,sample_role
0.0,5.0,19602.295,43.713543,185.59293,-173.24368,0.002713281,139.56903,2.1392138e-06,0.20826404,1,0,403250.0,-2191250.0,2077,1458,background
0.0,4.0,2500.0,39.56944,169.95494,407.00882,0.0083634015,154.25032,2.670957e-06,0.67716616,1,0,425250.0,-1299750.0,294,1502,background
0.0,5.0,59640.59,46.22114,215.65747,54.766155,0.0067055705,145.33784,2.8215668e-06,0.522238,1,0,370750.0,-1887250.0,1469,1393,background
0.0,4.0,11800.424,36.121574,203.23912,-186.65031,0.009332945,135.3537,1.6297516e-06,-0.727304,1,0,229750.0,-2739250.0,3173,1111,background
0.0,5.0,14983.324,45.87235,202.21304,0.32326648,0.007855638,208.5378,4.750687e-06,0.25886112,1,0,278750.0,-2145750.0,1986,1209,background
0.0,4.0,3162.2776,45.55424,206.98573,-635.3696,0.021334149,200.39005,2.1298615e-06,-0.964508,1,0,33750.0,-2599750.0,2894,719,background
0.0,5.0,0.0,47.40347,204.58539,415.1672,0.034132067,47.840553,5.168639e-06,0.31211352,1,0,-271750.0,-2817250.0,3329,108,background
0.0,5.0,81958.83,45.401752,191.0042,-109.6567,0.005020032,170.11497,2.0459695e-06,0.1284151,1,0,419750.0,-2078750.0,1852,1491,background
1.0,1.0,500.0,50.480537,171.67474,43.976967,0.006474262,140.74301,1.8382923e-06,0.46059728,1,1,369750.0,-1688750.0,1072,1391,positive
1.0,1.0,61832.434,46.485985,194.40038,-6.054229,0.005451198,123.70987,2.7821773e-06,0.14837612,1,0,393250.0,-2090250.0,1875,1438,background
0.0,5.0,2500.0,29.491867,197.80069,20.074871,0.0021557175,184.36772,5.6549493e-06,-0.4837476,1,0,300250.0,-2734750.0,3164,1252,background
0.0,5.0,3500.0,41.270596,187.72212,188.69806,0.0022176562,124.75055,2.134288e-06,0.6497338,1,0,135750.0,-1554250.0,803,923,background
0.0,7.0,500.0,44.34297,189.32828,-338.64407,0.022292722,90.522835,2.0052082e-06,-0.016780337,1,0,65750.0,-2364250.0,2423,783,background
0.0,5.0,5700.877,48.389168,202.6042,213.57292,0.013495122,109.923584,1.216464e-05,-0.64366204,1,0,109750.0,-2524750.0,2744,871,background
0.0,4.0,7382.4116,28.727467,195.33202,-85.71829,0.0012663151,194.28632,2.9643556e-06,-0.4575498,1,0,299250.0,-2773750.0,3242,1250,background
0.0,5.0,24515.3,44.78678,196.85652,-593.09796,0.0147216115,155.82364,1.3797003e-06,-0.8961927,1,0,-12750.0,-2748250.0,3191,626,background
0.0,5.0,5024.938,48.829693,191.98045,57.492893,0.0047943476,105.890526,5.9482704e-06,0.123746626,1,0,146250.0,-2379250.0,2453,944,background
0.0,4.0,2500.0,41.14999,192.12663,116.95209,0.006053069,133.46924,1.8692183e-06,0.27681857,1,0,591250.0,-1998750.0,1692,1834,background
1.0,5.0,27018.512,44.334618,222.49817,9.669782,0.002796809,187.7899,4.8116235e-06,0.35266066,1,0,289750.0,-2000250.0,1695,1231,background
0.0,4.0,707.1068,41.307323,195.13736,106.47515,0.0037784062,145.6005,2.137944e-06,0.27091503,1,0,579750.0,-1990250.0,1675,1811,background
0.0,6.0,2500.0,40.89594,185.19441,-67.22298,0.0057348376,121.51442,3.4184134e-06,0.18750915,1,0,-90250.0,-1605750.0,906,471,background
0.0,4.0,4500.0,36.367786,158.7389,-25.03431,0.0101630045,127.87223,1.0129838e-06,0.12572107,1,1,-294250.0,-1629250.0,953,63,positive
0.0,5.0,2828.4272,48.3728,197.46892,-222.70798,0.011893045,188.2059,9.322948e-06,-0.5721238,1,0,-178250.0,-2773250.0,3241,295,background
0.0,4.0,3535.534,41.02257,186.78143,169.28174,0.0017074504,127.13669,2.7791996e-06,0.60007054,1,0,146750.0,-1570750.0,836,945,background
0.0,5.0,66272.164,40.635548,153.60992,177.27693,0.0031257046,137.49324,8.6084117e-07,0.6644879,1,0,534250.0,-1473250.0,641,1720,background
0.0,5.0,84145.7,32.677673,184.64626,-118.29667,0.004936592,147.92761,1.093435e-05,-0.23800723,1,0,393750.0,-2813250.0,3321,1439,background
0.0,5.0,31906.111,39.187042,192.68298,123.5917,0.008179435,129.84889,1.0049594e-06,0.70033926,1,0,255750.0,-1290250.0,275,1163,background
0.0,5.0,24274.473,41.817417,179.577,20.596228,0.004171429,119.796165,2.821065e-06,0.1046733,1,0,48750.0,-1944750.0,1584,749,background
0.0,5.0,25932.605,40.59325,177.72981,-57.066864,0.0018439272,148.336,1.4900827e-06,0.30918097,1,0,582750.0,-1833250.0,1361,1817,background
1.0,1.0,2500.0,47.451664,190.62282,233.4152,0.0015653173,167.91734,8.332506e-07,0.5120904,1,0,388750.0,-1821250.0,1337,1429,background
1.0,1.0,1414.2136,40.123215,191.2407,217.05037,0.0013809284,153.27823,3.1507143e-06,0.6134152,1,1,257750.0,-1447250.0,589,1167,positive
0.0,4.0,6000.0,42.47518,196.96469,-20.74069,0.0045429505,152.79756,2.423908e-06,0.3994574,1,0,366750.0,-2394750.0,2484,1385,background
0.0,5.0,41367.258,31.719349,188.78435,-187.30586,0.0010909523,156.21954,4.675221e-06,-0.2515359,1,0,370250.0,-2776250.0,3247,1392,background
0.0,5.0,3162.2776,51.017895,199.06592,-182.79323,0.023994334,57.73024,1.2715554e-05,0.16135453,1,0,339250.0,-2537250.0,2769,1330,background
0.0,5.0,41231.055,38.545567,188.08499,34.423023,0.004963774,88.24473,5.477702e-06,0.025803804,1,0,393750.0,-2663250.0,3021,1439,background
0.0,4.0,8276.473,40.601208,188.53317,-130.70512,0.0066800374,140.96587,1.7502925e-06,0.31128696,1,0,602250.0,-1897250.0,1489,1856,background
0.0,5.0,91260.62,43.2649,181.90593,-54.820507,0.0043080915,78.12813,6.9027274e-06,-0.010256397,1,0,76750.0,-1685750.0,1066,805,background
0.0,5.0,59103.723,43.724407,191.4098,-115.54387,0.00401211,118.52767,1.1418816e-06,-0.05846797,1,0,129750.0,-2145250.0,1985,911,background
0.0,5.0,138513.53,42.611965,172.01195,-140.0079,0.014947954,145.6065,6.693492e-06,0.3797301,1,0,554250.0,-2242250.0,2179,1760,background
0.0,6.0,7778.175,44.518528,196.96867,111.18875,0.0047003003,143.50133,4.49715e-06,0.35277283,1,0,314750.0,-2273750.0,2242,1281,background
0.0,5.0,8544.004,42.38643,190.67537,530.69086,0.022984792,126.7664,1.1843218e-05,-0.8043762,1,0,-173250.0,-2489750.0,2674,305,background
0.0,5.0,2915.4758,39.61229,174.18658,99.9919,0.009303672,157.6693,3.0563388e-06,0.7811855,1,0,-306250.0,-2194750.0,2084,39,background
0.0,5.0,9219.545,48.240944,176.37,217.01653,0.0040445207,114.79676,3.8940275e-06,0.022441287,1,0,-38250.0,-2245750.0,2186,575,background
0.0,5.0,78771.82,42.944332,183.04199,-145.24199,0.0019464232,115.429955,3.118961e-06,0.2864715,1,0,96250.0,-1660250.0,1015,844,background
0.0,5.0,2692.5825,40.277283,192.68797,198.08064,0.0407336,207.88988,5.518142e-06,-0.64405984,1,0,-75250.0,-2479750.0,2654,501,background
1.0,1.0,707.1068,43.3085,209.29417,-550.3675,0.008325867,165.67477,6.361687e-06,-0.6044214,1,0,244750.0,-2589750.0,2874,1141,background
0.0,5.0,69155.625,41.984634,177.4196,166.78342,0.0019856736,193.78972,2.8290167e-06,0.19390188,1,0,561250.0,-2099750.0,1894,1774,background
0.0,5.0,5590.17,44.226295,179.6981,67.57269,0.010844924,166.47177,4.031947e-06,0.4481038,1,0,326750.0,-1593750.0,882,1305,background
0.0,5.0,122036.88,41.408627,180.32971,-243.52649,0.0028012008,138.71585,1.5332365e-06,0.03682592,1,0,-32750.0,-2024750.0,1744,586,background
0.0,5.0,24150.57,45.79529,189.97878,18.458784,0.0059552887,120.69451,4.6583987e-06,0.15205786,1,0,392750.0,-2130250.0,1955,1437,background
0.0,5.0,29068.883,44.033474,221.59393,138.3089,0.008032893,114.150314,1.0177101e-06,0.3204699,1,0,435750.0,-1960750.0,1616,1523,background
0.0,5.0,131196.42,35.188995,176.37389,-90.69197,0.0022048147,99.890495,2.3110736e-06,-0.13600872,1,0,462750.0,-2805250.0,3305,1577,background
0.0,5.0,1802.7756,40.14336,191.08844,213.44946,0.0033511922,134.09416,5.6128433e-06,0.6098849,1,1,259750.0,-1449250.0,593,1171,positive
0.0,5.0,7632.169,46.45478,206.47932,-264.14688,0.0100828055,22.900648,3.7015548e-06,-0.117601484,1,0,-288250.0,-2755750.0,3206,75,background
0.0,5.0,119400.586,34.42335,178.63329,-94.96849,0.001342442,111.980835,3.6365907e-06,-0.16905779,1,0,442750.0,-2813250.0,3321,1537,background
0.0,5.0,44679.414,40.18572,155.07889,6.249084,0.0067465785,140.04958,3.0701606e-06,0.32928103,1,0,610750.0,-1764250.0,1223,1873,background
0.0,5.0,1118.0339,41.233704,194.37404,-731.5831,0.009023218,139.75478,7.676092e-06,-0.7543047,1,0,-1250.0,-2805750.0,3306,649,background
0.0,5.0,47352.402,43.832996,192.0434,-160.30206,0.0044771614,112.43593,8.8210095e-07,-0.024984887,1,0,141250.0,-2152750.0,2000,934,background
0.0,5.0,98748.414,43.428276,182.10875,2.260194,0.0018780093,63.569954,6.2412378e-06,-0.04028799,1,0,65750.0,-1686250.0,1067,783,background
0.0,6.0,1802.7756,40.51533,188.5361,43.14823,0.0043280404,112.715614,1.2676679e-06,0.55738795,1,0,278750.0,-1484750.0,664,1209,background
0.0,5.0,4272.002,41.815605,205.37846,139.25125,0.0015861616,182.82129,7.045432e-06,0.14817451,1,0,189750.0,-2049750.0,1794,1031,background
0.0,5.0,6324.555,40.363445,193.03561,261.73773,0.0039653354,146.3511,2.3459038e-06,0.72371763,1,0,167250.0,-1434750.0,564,986,background
0.0,4.0,5099.0195,40.668976,186.78554,5.714196,0.0028528592,137.75137,2.343191e-06,0.5727028,1,0,321750.0,-1454750.0,604,1295,background
0.0,4.0,500.0,39.098072,196.97726,246.18988,0.010807504,123.54409,1.755093e-06,0.79663277,1,0,169250.0,-1305750.0,306,990,background
0.0,5.0,25223.996,41.79646,179.748,79.70443,0.005239288,73.146614,4.3185582e-06,0.69476455,1,0,515250.0,-2584250.0,2863,1682,background
0.0,5.0,33941.125,42.058723,184.50085,23.555552,0.005622966,210.18762,1.4021545e-05,0.35241348,1,0,434250.0,-2282250.0,2259,1520,background
0.0,5.0,5590.17,39.052315,178.96632,-80.95783,0.0046480643,99.579124,4.086285e-06,0.6507947,1,0,-217750.0,-2146750.0,1988,216,background
0.0,5.0,20886.598,44.237267,195.13411,-20.39459,0.007945046,210.67853,1.0948981e-05,0.23652676,1,0,211750.0,-2224750.0,2144,1075,background
0.0,4.0,1000.0,45.306427,207.4067,-597.4215,0.016613109,138.84,4.582386e-06,-0.49046177,1,0,234250.0,-2558750.0,2812,1120,background
0.0,5.0,9656.604,43.925194,178.1583,-283.65408,0.0071784537,149.51767,1.7992627e-06,-0.23920539,1,0,-196750.0,-2385250.0,2465,258,background
0.0,5.0,24377.244,41.089527,190.14627,18.84498,0.005555436,209.12411,1.5517413e-05,0.6563876,1,0,531750.0,-2440750.0,2576,1715,background
0.0,5.0,3041.3813,46.43978,177.4441,110.24822,0.0025528006,183.82259,1.1006161e-06,0.33006054,1,0,260250.0,-1662250.0,1019,1172,background
0.0,5.0,5852.35,39.495163,186.92067,-47.948277,0.010321575,140.40569,1.4914559e-06,0.5009187,1,0,-108250.0,-1520250.0,735,435,background
0.0,5.0,34687.895,29.685902,157.55602,-68.79319,0.006337025,135.0197,2.2407273e-06,0.3796,1,0,-239750.0,-1452250.0,599,172,background
0.0,5.0,61554.855,39.429592,183.22841,237.91647,0.0038234645,136.95694,1.4607205e-06,0.67192847,1,0,330250.0,-1299250.0,293,1312,background
0.0,5.0,91111.195,41.953903,184.98613,-43.029377,0.008843678,151.50714,5.751757e-06,-0.062924184,1,0,18250.0,-2033250.0,1761,688,background
0.0,5.0,48541.22,31.036846,189.56372,-233.90451,0.006640541,173.31403,7.623574e-06,-0.32209542,1,0,347250.0,-2807250.0,3309,1346,background
0.0,5.0,10012.492,31.174536,197.82982,-8.526578,0.0030668378,170.42053,3.1160957e-06,-0.46005496,1,0,309250.0,-2720250.0,3135,1270,background
0.0,5.0,19780.041,40.918484,186.90068,48.536247,0.012089559,156.39795,2.8732632e-06,0.26102448,1,0,598250.0,-2035750.0,1766,1848,background
0.0,5.0,17677.67,39.005905,181.3252,100.89439,0.0052469126,150.3337,2.2712504e-06,0.71148896,1,0,-235250.0,-2085750.0,1866,181,background
0.0,4.0,10816.654,41.015217,194.30186,147.99959,0.00401609,135.98177,1.6243416e-06,0.2993636,1,0,596250.0,-1964750.0,1624,1844,background
0.0,4.0,500.0,39.30443,180.73328,239.94615,0.007315375,163.46764,4.167095e-06,0.70414895,1,0,-232750.0,-2050250.0,1795,186,background
0.0,5.0,31662.281,44.748375,183.36899,-392.7578,0.0056834416,153.71407,3.7768996e-06,-0.14529349,1,0,39750.0,-2179250.0,2053,731,background
0.0,4.0,500.0,46.073162,178.37303,50.68686,0.005262116,181.77455,5.017076e-07,0.38981643,1,0,297250.0,-1640250.0,975,1246,background
0.0,5.0,81464.72,42.246532,172.19427,107.51644,0.009225824,156.54097,2.6239327e-06,0.17945975,1,0,499750.0,-2173750.0,2042,1651,background
0.0,5.0,40500.0,41.270607,184.27356,117.97135,0.0056898464,155.04073,2.6401374e-06,0.23101391,1,0,584750.0,-2059250.0,1813,1821,background
1.0,1.0,0.0,40.16079,190.97682,203.25505,0.0074742218,157.59093,4.6145965e-06,0.607354,1,1,262750.0,-1449250.0,593,1177,positive
1.0,1.0,0.0,44.723377,194.33553,185.24814,0.0036768715,175.43922,1.2230302e-06,0.4998931,1,0,417250.0,-1825250.0,1345,1486,background
0.0,5.0,21965.883,44.747448,179.78046,-371.00906,0.0024792477,209.87035,6.2663767e-06,-0.038095374,1,0,-55750.0,-2153250.0,2001,540,background
0.0,5.0,1118.0339,46.517563,202.22775,-87.44049,0.0057757585,250.53468,5.2106725e-06,-0.11686331,1,0,318250.0,-2570250.0,2835,1288,background
0.0,5.0,707.1068,43.20396,193.2649,-21.519712,0.0071290787,110.346596,4.487821e-06,0.34085742,1,0,365750.0,-2271250.0,2237,1383,background
0.0,5.0,6184.658,46.50511,202.48198,-245.82895,0.0045462674,170.39641,3.9547062e-06,-0.7379684,1,0,-204750.0,-2684750.0,3064,242,background
0.0,5.0,31384.709,46.012665,160.96815,43.50776,0.0041552247,137.76543,1.3555147e-06,0.5447193,1,0,470750.0,-1684750.0,1064,1593,background
0.0,5.0,3354.102,40.752514,183.67358,1.5460969,0.0018205887,91.034676,4.2021848e-06,0.56571835,1,0,-291750.0,-2010250.0,1715,68,background
0.0,4.0,2500.0,48.105316,198.58861,-60.140133,0.008870817,191.78912,2.1284768e-06,-0.9482499,1,0,-143750.0,-2722750.0,3140,364,background
0.0,4.0,39560.082,39.51621,168.19911,51.366417,0.0057271076,140.00638,4.7118428e-07,0.6297338,1,0,535250.0,-1314250.0,323,1722,background
0.0,5.0,1118.0339,48.576836,197.15701,-33.023853,0.020811513,79.87974,7.648886e-06,-0.18243675,1,0,-180750.0,-2804250.0,3303,290,background
0.0,5.0,39528.473,42.256325,163.37915,194.46596,0.002975486,154.47476,4.73736e-07,0.46378377,1,0,522250.0,-1736250.0,1167,1696,background
0.0,5.0,43500.0,40.77228,170.79196,16.004543,0.013169619,107.87626,3.8110175e-06,0.43998033,1,0,571750.0,-2668750.0,3032,1795,background
0.0,5.0,3605.5513,39.996487,183.99176,85.08223,0.0031340872,130.13422,1.1079859e-06,0.64166206,1,0,349250.0,-1375250.0,445,1350,background
0.0,5.0,11011.357,40.571167,195.01831,53.78147,0.011796835,87.693275,1.2858982e-06,-0.13227038,1,0,355750.0,-2632750.0,2960,1363,background
0.0,5.0,31324.91,44.727524,181.11818,-330.37643,0.0074033136,157.34798,2.3959415e-06,-0.116448596,1,0,-24250.0,-2155750.0,2006,603,background
0.0,5.0,6726.812,42.198986,215.07204,198.06468,0.015971903,127.076584,4.5083723e-07,0.29321626,1,0,510750.0,-1937750.0,1570,1673,background
0.0,5.0,33200.152,43.68774,187.5432,128.39769,0.005988355,75.335205,1.335907e-06,0.5569157,1,0,452750.0,-2555750.0,2806,1557,background
1.0,1.0,1000.0,44.944298,206.96704,-292.13452,0.01470543,167.53192,3.9826623e-06,-0.37052527,1,0,285250.0,-2578750.0,2852,1222,background
1.0,1.0,1000.0,47.240543,176.5313,169.09935,0.0047059725,147.84053,1.9661454e-06,0.50336534,1,1,445250.0,-1767750.0,1230,1542,positive
1.0,1.0,6264.982,40.897594,194.89706,160.99864,0.0091579305,249.63199,5.0390067e-06,0.50015384,1,0,444250.0,-2425250.0,2545,1540,background
0.0,5.0,4031.129,44.18614,196.90125,-725.12103,0.011126191,102.33139,8.2564065e-06,-0.8975618,1,0,83250.0,-2794750.0,3284,818,background
0.0,5.0,37513.332,42.66912,176.29794,-95.01179,0.002439994,120.03676,4.2365054e-06,0.22456829,1,0,456750.0,-2212250.0,2119,1565,background
0.0,5.0,3354.102,35.60806,158.61865,-4.85049,0.008447648,117.87726,1.3381982e-06,0.13272549,1,0,-276750.0,-1612250.0,919,98,background
0.0,5.0,500.0,50.34733,197.67784,740.1233,0.024567423,95.51759,2.3661298e-06,-0.34299004,1,0,89250.0,-2479250.0,2653,830,background
0.0,5.0,707.1068,48.009377,199.22084,239.72603,0.012378881,74.6841,4.5564657e-06,0.061430328,1,0,-216250.0,-2804250.0,3303,219,background
0.0,5.0,72180.33,42.82887,182.10933,-137.61104,0.010930286,191.72522,4.1263493e-06,-0.057571333,1,0,-47250.0,-2103750.0,1902,557,background
0.0,4.0,3807.8865,50.087154,206.26585,-726.6153,0.018528568,151.58234,3.578078e-06,-0.9070296,1,0,80250.0,-2561750.0,2818,812,background
0.0,5.0,85371.25,38.59545,170.80891,-102.31003,0.0014068394,113.01455,1.179689e-06,0.08419906,1,0,537250.0,-2737750.0,3170,1726,background
1.0,1.0,6020.7974,41.76601,190.54825,119.61061,0.0022944743,180.56496,7.901489e-06,0.39870343,1,0,418750.0,-2322250.0,2339,1489,background
0.0,5.0,0.0,48.298336,205.59065,-523.7827,0.03062282,132.51237,3.5304597e-06,-0.7487535,1,0,125250.0,-2544250.0,2783,902,background
0.0,4.0,7810.2495,45.805172,209.47902,-700.2075,0.010587101,131.85072,1.2188827e-06,-0.8126843,1,0,155250.0,-2575250.0,2845,962,background
0.0,5.0,48210.477,50.153522,183.97592,99.353325,0.007558785,174.67632,1.6560435e-06,0.433093,1,0,314250.0,-1825250.0,1345,1280,background
0.0,4.0,2000.0,40.595825,188.5489,26.369616,0.0045423936,123.866745,3.1063805e-06,0.57266253,1,0,308750.0,-1457750.0,610,1269,background
0.0,5.0,14534.441,43.35409,208.20007,-329.4201,0.0075927265,155.88179,5.1141396e-06,-0.8863577,1,0,146750.0,-2694250.0,3083,945,background
0.0,5.0,13729.53,38.52796,207.90906,-393.6788,0.0065393345,210.7885,5.468718e-06,-0.65002245,1,0,266750.0,-2648750.0,2992,1185,background
0.0,5.0,11101.802,46.016136,191.68051,231.76134,0.015341474,124.1288,6.4225555e-06,0.18327704,1,0,170250.0,-2260750.0,2216,992,background
0.0,5.0,25223.996,45.178673,204.92766,-330.02115,0.0037751365,193.23189,4.616302e-06,-0.5345412,1,0,-289750.0,-2634250.0,2963,72,background
0.0,5.0,13892.444,36.449047,203.35498,-209.55045,0.009634631,146.40315,1.8178151e-06,-0.73463404,1,0,227250.0,-2739250.0,3173,1106,background
0.0,4.0,4500.0,40.821327,186.59029,122.07149,0.0012674793,156.44823,1.1237288e-06,0.4994984,1,0,266750.0,-1540750.0,776,1185,background
0.0,5.0,80945.97,46.410797,212.72562,-10.234229,0.00711811,152.79214,1.6377763e-06,0.43265334,1,0,283750.0,-1914250.0,1523,1219,background
0.0,5.0,3807.8865,42.438477,188.76013,21.617054,0.0073170587,132.5563,7.0936046e-08,0.76562744,1,0,89250.0,-1538750.0,772,830,background
0.0,5.0,15206.906,38.372433,207.58536,-394.96213,0.0056541488,205.50769,4.0697005e-06,-0.64097506,1,0,270250.0,-2649750.0,2994,1192,background
0.0,4.0,11011.357,40.582726,185.98206,167.39682,0.0010125521,154.8126,2.5726633e-06,0.3462404,1,0,632750.0,-1953250.0,1601,1917,background
1.0,1.0,71142.46,47.21442,201.4381,-171.72581,0.0045365314,151.12419,2.1734636e-06,0.18811111,1,0,368250.0,-2076750.0,1848,1388,background
0.0,5.0,2915.4758,43.234783,197.64682,-955.73145,0.0068562655,143.4373,2.1277297e-06,-0.91196275,1,0,-72250.0,-2551250.0,2797,507,background
0.0,5.0,19981.24,42.437267,184.15805,74.349655,0.0027091587,65.341934,3.9142583e-06,0.6467705,1,0,486750.0,-2567750.0,2830,1625,background
0.0,5.0,6041.523,42.482124,179.21898,-12.022582,0.003503753,112.13589,2.777052e-06,0.20906486,1,0,-290250.0,-2371250.0,2437,71,background
0.0,5.0,5500.0,44.52991,199.39491,-608.05585,0.018034106,140.95744,5.545504e-06,-0.67131424,1,0,-228250.0,-2579750.0,2854,195,background
0.0,5.0,58689.863,31.52743,188.66164,-182.21161,0.0076111266,169.00436,5.47657e-06,-0.29498088,1,0,360750.0,-2808750.0,3312,1373,background
0.0,5.0,22901.965,54.454388,209.2173,-697.9988,0.0033224882,132.27274,2.5715703e-06,-0.9315858,1,0,102250.0,-2599750.0,2894,856,background
0.0,5.0,40003.125,38.505306,192.95888,94.66827,0.0010583112,67.02941,4.091479e-06,-0.09134298,1,0,371750.0,-2658250.0,3011,1395,background
0.0,5.0,1000.0,44.033257,197.03473,211.28023,0.037723046,250.29434,2.6224147e-06,-0.6335578,1,0,17250.0,-2501750.0,2698,686,background
0.0,5.0,2549.5098,42.742,218.0623,-36.084625,0.014086888,90.92935,3.7409552e-06,0.27211872,1,0,259750.0,-2042750.0,1780,1171,background
0.0,5.0,92310.62,45.339695,209.87396,-131.04956,0.002274843,170.21034,2.398225e-06,0.20916131,1,0,407750.0,-2028750.0,1752,1467,background
1.0,5.0,500.0,41.122837,175.23369,204.44579,0.0058120424,140.9773,3.4845561e-06,0.5821889,1,0,397250.0,-1455750.0,606,1446,background
0.0,4.0,500.0,50.41264,168.47084,94.721725,0.0075767194,149.75539,1.3901991e-06,0.5101276,1,0,408250.0,-1681250.0,1057,1468,background
0.0,5.0,13038.405,42.21511,191.61731,-30.227385,0.007306856,160.31274,9.401131e-06,0.07517159,1,0,132750.0,-1996750.0,1688,917,background
0.0,5.0,38684.62,44.500175,181.65042,-329.08136,0.0046977587,137.40964,2.581738e-06,-0.12936555,1,0,-19750.0,-2149750.0,1994,612,background
0.0,5.0,28991.379,40.81314,178.63206,151.15083,0.004320784,84.54026,1.8705673e-06,0.4795439,1,0,484250.0,-2631250.0,2957,1620,background
0.0,5.0,7516.648,39.877144,189.95682,97.65219,0.0023217574,146.13423,1.2129979e-06,0.6394519,1,0,297750.0,-1379750.0,454,1247,background
0.0,5.0,28517.54,43.84373,196.47655,-76.87942,0.0014117897,199.50334,1.7934517e-06,0.31475475,1,0,246250.0,-2254750.0,2204,1144,background
0.0,4.0,31503.969,30.831787,192.48773,-193.43819,0.004530012,197.16612,6.187388e-06,-0.41142702,1,0,308750.0,-2816750.0,3328,1269,background
0.0,5.0,2500.0,48.13759,194.66353,-1.0920768,0.010545916,202.83247,8.40452e-06,0.2962315,1,0,230750.0,-2367750.0,2430,1113,background
0.0,5.0,10920.165,43.662743,171.79645,207.84853,0.009559851,183.94432,6.4068836e-06,0.44100606,1,0,-215750.0,-2288250.0,2271,220,background
0.0,5.0,21213.203,46.503788,201.86057,-410.6958,0.004547185,181.70337,1.8628837e-06,-0.82478094,1,0,-159250.0,-2668750.0,3032,333,background
0.0,5.0,3162.2776,48.572613,197.38608,225.55789,0.017768491,72.750824,1.4122306e-05,0.26850656,1,0,275250.0,-2443750.0,2582,1202,background
0.0,5.0,12776.933,44.419052,171.89877,282.11755,0.011210118,131.16933,4.364672e-06,0.37693286,1,0,-209750.0,-2298250.0,2291,232,background
0.0,5.0,32221.887,30.239117,191.46077,-155.5296,0.0063051586,153.8017,5.6538533e-06,-0.36474,1,0,328250.0,-2801750.0,3298,1308,background
0.0,5.0,22276.67,44.593754,197.12495,-599.19037,0.0067960066,141.54437,2.6738699e-06,-0.9011734,1,0,-3250.0,-2748750.0,3192,645,background
0.0,5.0,94362.336,34.638554,179.92012,-108.77908,0.008411913,107.657974,8.001612e-06,-0.12558594,1,0,434750.0,-2779750.0,3254,1521,background
0.0,5.0,2915.4758,47.952267,178.12517,245.87451,0.005355023,132.4903,1.4015556e-06,0.014581399,1,0,-21750.0,-2262750.0,2220,608,background
1.0,1.0,0.0,52.639954,173.16943,164.3162,0.005479881,133.42552,1.3898583e-06,0.49202016,1,0,391750.0,-1744750.0,1184,1435,background
0.0,5.0,93340.77,43.79021,185.15121,-122.28031,0.0041556163,132.31053,3.7371492e-06,0.33593538,1,0,45750.0,-1644750.0,984,743,background
0.0,4.0,7382.4116,40.123642,189.82578,124.3196,0.00057901564,131.08672,1.1706865e-06,0.6198431,1,0,306250.0,-1407750.0,510,1264,background
0.0,5.0,0.0,42.405083,195.5024,-768.3354,0.0056084,111.65245,5.47035e-06,-0.8318916,1,0,55750.0,-2805750.0,3306,763,background
0.0,5.0,2500.0,49.032192,177.34276,215.59474,0.003292877,110.43637,4.233818e-06,0.019324714,1,0,-34250.0,-2280750.0,2256,583,background
0.0,5.0,36458.883,39.87384,155.36253,24.07829,0.0017703284,137.99017,3.539472e-06,0.31639227,1,0,631250.0,-1781750.0,1258,1914,background
0.0,4.0,0.0,39.8583,175.40962,408.03506,0.004605779,130.9923,2.275187e-06,0.66380215,1,0,397250.0,-1346250.0,387,1446,background
0.0,4.0,3807.8865,40.10918,190.07219,240.42389,0.010667301,138.02072,1.8365466e-06,0.63563734,1,0,190750.0,-1497750.0,690,1033,background
0.0,5.0,14080.128,44.27998,209.5967,-759.1118,0.0014903886,130.21974,2.1451908e-06,-0.68874717,1,0,202250.0,-2575750.0,2846,1056,background
0.0,5.0,500.0,45.91024,197.9077,-70.00286,0.004366123,95.57474,8.665884e-06,0.3599514,1,0,342250.0,-2437750.0,2570,1336,background
0.0,5.0,34296.5,40.63928,189.40942,139.82777,0.008666143,108.54193,3.8204266e-06,0.10731146,1,0,391250.0,-2635250.0,2965,1434,background
0.0,6.0,500.0,42.25236,183.71129,125.10206,0.0030867516,151.35901,3.2582543e-06,0.4585824,1,0,298250.0,-1569250.0,833,1248,background
0.0,5.0,89802.56,41.79162,177.97787,-116.900024,0.011642574,139.80577,1.0194862e-05,0.4433638,1,0,524250.0,-2300750.0,2296,1700,background
0.0,5.0,50855.188,39.47603,180.16504,357.04437,0.0072397934,144.89793,9.999787e-07,0.6760625,1,0,349750.0,-1297250.0,289,1351,background
0.0,5.0,5700.877,47.567024,196.37068,-35.343765,0.0056641735,120.787476,9.6998e-06,0.3368575,1,0,287250.0,-2394750.0,2484,1226,background
0.0,5.0,16650.826,34.431503,160.09415,16.17718,0.0065159895,131.14508,1.4923625e-06,0.19464087,1,0,-258750.0,-1578750.0,852,134,background
0.0,5.0,106476.52,41.92358,176.63193,-171.55731,0.0055745635,90.62747,1.1713851e-06,0.32426837,1,0,624750.0,-2118750.0,1932,1901,background
0.0,5.0,100315.75,45.675167,204.97836,-167.97354,0.003559128,177.04395,3.4031933e-07,0.18509197,1,0,402250.0,-2046250.0,1787,1456,background
