feature,importance
dist_faults,0.19399835589282116
shape_index,0.1312138614895832
lab_depth,0.12588939564796803
lithology_code,0.11725972411558169
carbonate_host,0.10033417081059179
moho_depth,0.08977727772892634
gravity,0.08341702795080183
mag_rtp,0.06660407533696505
gravity_hgm,0.06224234588863776
mag_hgm,0.02926376513812327
