carbonate_host,lithology_code,dist_faults,moho_depth,lab_depth,gravity,gravity_hgm,mag_rtp,mag_hgm,shape_index,label,x,y,row,col
1.0,5.0,50361.195,44.812683,222.4863,-28.826544,0.008948896,114.419754,1.7954791e-06,0.3341805,0,404750.0,-1972750.0,1640,1461
0.0,5.0,12529.964,43.508705,195.0961,-42.719685,0.004507529,153.99567,8.763715e-06,0.20981163,0,206250.0,-2211250.0,2117,1064
0.0,5.0,10198.039,43.433548,175.4304,59.56702,0.008027416,142.70549,1.0772061e-06,0.50555485,0,375750.0,-1553250.0,801,1403
0.0,6.0,4242.6406,41.508545,182.68016,-163.8524,0.011505241,173.60194,3.8880044e-06,0.30505112,0,-314250.0,-1896250.0,1487,23
0.0,5.0,4123.1055,44.23512,196.04417,-268.56857,0.013281405,238.71658,4.86168e-06,-0.6005422,0,-263250.0,-2543750.0,2782,125
0.0,6.0,4123.1055,46.64421,177.51959,19.292889,0.006928802,176.18216,5.712231e-06,0.2558155,0,227750.0,-1679750.0,1054,1107
1.0,1.0,3500.0,48.778015,174.35573,180.43044,0.0039667403,152.03455,1.7555147e-06,0.51138556,1,438250.0,-1756750.0,1208,1528
0.0,4.0,1414.2136,40.765007,187.81747,37.849796,0.0043544997,131.37138,1.106047e-06,0.31326732,0,620750.0,-1998750.0,1692,1893
0.0,5.0,13536.986,45.14146,191.59004,-320.52338,0.0035303284,157.36717,4.814101e-06,0.14159021,0,165750.0,-2234250.0,2163,983
0.0,5.0,0.0,47.12713,203.91052,-53.715237,0.023149714,120.49733,8.2510305e-06,-0.3038883,0,216250.0,-2525750.0,2746,1084
0.0,7.0,0.0,50.67784,206.32076,-664.68634,0.008571066,155.68677,3.6428862e-06,-0.884925,0,91750.0,-2558250.0,2811,835
0.0,5.0,35598.453,44.07258,159.65921,81.316765,0.007789464,143.2903,1.0371953e-06,0.53692776,0,490250.0,-1691250.0,1077,1632
0.0,5.0,50284.19,43.26914,187.1324,-79.215866,0.0018205241,129.01642,1.993445e-06,0.7542561,0,73250.0,-1593250.0,881,798
