feature,importance
dist_faults,0.19180381684330503
lab_depth,0.119621640435273
lithology_code,0.11703701155453683
shape_index,0.11391146367468588
carbonate_host,0.09761023900736865
mag_hgm,0.08226578293417416
moho_depth,0.08036348635997334
gravity,0.07743542873230297
gravity_hgm,0.06096937973777205
mag_rtp,0.05898175072060807
