feature,importance
dist_faults,0.1608656214374401
lab_depth,0.1459765099385526
lithology_code,0.12328348933163387
carbonate_host,0.12130234705599292
shape_index,0.10911909586602138
moho_depth,0.08473366134216909
mag_rtp,0.08240408033009256
gravity,0.07774794648378629
gravity_hgm,0.06397954814535667
mag_hgm,0.030587700068954664
