carbonate_host,lithology_code,dist_faults,moho_depth,lab_depth,gravity,gravity_hgm,mag_rtp,mag_hgm,shape_index,label,x,y
0.0,5.0,33723.137,41.92185,180.49126,86.17318,0.0062445635,80.035576,6.775839e-07,0.64120644,0,496750.0,-2587750.0
0.0,5.0,73705.49,42.249413,172.70967,88.32013,0.0060622734,249.56433,4.031003e-06,0.06980966,0,81250.0,-1804250.0
0.0,5.0,6800.7354,43.56157,189.80635,183.22539,0.0067296894,123.09185,1.2591504e-06,0.7599362,0,-36750.0,-1492250.0
0.0,5.0,500.0,50.201435,197.66275,744.5805,0.022607058,97.23631,3.0725034e-06,-0.34548095,0,88250.0,-2479250.0
0.0,5.0,31384.709,42.13393,167.6004,67.47197,0.007809141,153.76874,8.460596e-07,0.43448398,0,524250.0,-1757750.0
0.0,5.0,62585.94,40.480503,169.00217,-90.84628,0.002421026,114.50412,3.506268e-06,0.28399906,0,587750.0,-2698250.0
1.0,1.0,6324.555,40.16254,190.8631,195.93083,0.0042727296,122.73696,1.0135961e-06,0.60930693,0,274750.0,-1436750.0
0.0,5.0,1500.0,48.35156,196.89426,158.92871,0.010952083,27.403786,8.942704e-06,0.19164954,0,237750.0,-2452250.0
0.0,5.0,20260.799,46.56536,195.63972,443.87936,0.009947745,80.96962,1.45171325e-05,0.41937765,0,394750.0,-2487750.0
0.0,5.0,49600.906,44.436974,171.42786,-147.37291,0.0061102905,143.08862,5.606815e-06,-0.18581776,0,167250.0,-1795250.0
0.0,5.0,57063.562,40.802593,155.27191,59.636562,0.0007660359,144.50026,7.643612e-07,0.38959286,0,576750.0,-1737750.0
0.0,4.0,1118.0339,40.77644,191.64589,311.8955,0.0058895065,145.37675,1.8502463e-06,0.7258458,0,147750.0,-1461250.0
0.0,4.0,1500.0,40.631798,169.49478,257.68436,0.008070261,251.0524,4.0577925e-06,0.37900528,0,-226250.0,-1869750.0
0.0,5.0,53677.277,36.1844,190.95708,-66.147415,0.011025478,161.93037,1.0301545e-05,-0.14595418,0,373250.0,-2688750.0
0.0,5.0,8276.473,48.51871,194.55197,-189.13301,0.025952734,137.69894,3.9161937e-06,-0.14834893,0,98250.0,-2447250.0
0.0,5.0,23048.861,38.74452,195.75836,207.28278,0.0054927515,142.48126,1.1026387e-06,0.79000574,0,196250.0,-1257250.0
0.0,5.0,1118.0339,49.83974,173.20938,93.71483,0.001068372,159.3597,2.9091693e-06,0.42683718,0,347250.0,-1682250.0
0.0,5.0,17356.555,42.294018,165.87663,-275.9308,0.009442733,202.63875,6.9228304e-06,-0.1688733,0,-262250.0,-1766750.0
0.0,5.0,148664.89,42.92234,175.95389,-181.37526,0.011696761,221.04292,2.4636065e-06,0.57733625,0,599750.0,-2289250.0
0.0,4.0,4031.129,48.468803,208.81653,-599.45685,0.019780304,157.65056,3.949613e-06,-0.9469617,0,69750.0,-2621250.0
0.0,5.0,12539.937,41.02292,197.5148,-117.43548,0.0022062254,144.14711,2.100516e-06,0.30025616,0,572750.0,-1903750.0
1.0,1.0,20796.635,43.2107,187.4863,-148.78032,0.008782618,81.78458,6.851059e-07,-0.22550808,0,-298750.0,-2437750.0
