run_name,valid_pixels,min,max,mean,p50,p90,p95,p99
nt_mvt_v4_500m,5319820,0.0,0.9731907248497009,0.01942884735763073,0.003940982278436422,0.03921503573656082,0.08325211703777313,0.3005092740058899
